# Program:featureCounts v2.0.4; Command:"featureCounts" "-p" "-a" "/mnt/beegfs/home/s430452/epigenetics/results/s08_counts/master_peaks.saf" "-F" "SAF" "-o" "/mnt/beegfs/home/s430452/epigenetics/results/s08_counts/master_peaks_counts.txt" "-T" "6" "/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2ko_final.bam" "/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2wt_final.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2ko_final.bam	/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2wt_final.bam
master_peak_2347	chr5	55923167	55923697	.	531	47	140
master_peak_2348	chr5	55935942	55936560	.	619	145	143
master_peak_2349	chr5	55970093	55970555	.	463	37	51
master_peak_2350	chr5	55977877	55978545	.	669	145	135
master_peak_2351	chr5	55983030	55983263	.	234	21	20
master_peak_2352	chr5	55994576	55995630	.	1055	1294	1610
master_peak_2353	chr5	55997786	55998048	.	263	159	193
master_peak_2354	chr5	56003243	56003501	.	259	22	33
master_peak_2355	chr5	56011695	56012798	.	1104	198	362
master_peak_2356	chr5	56026780	56027264	.	485	41	38
master_peak_2357	chr5	56039913	56040335	.	423	29	40
master_peak_2358	chr5	56058100	56059089	.	990	280	275
master_peak_2359	chr5	56072428	56072675	.	248	66	25
master_peak_2360	chr5	56088588	56089746	.	1159	279	385
master_peak_2361	chr5	56112542	56113067	.	526	63	86
master_peak_2362	chr5	56116736	56117306	.	571	84	106
master_peak_2363	chr5	56123356	56124316	.	961	1004	1125
master_peak_2364	chr5	56140110	56140490	.	381	36	23
master_peak_2365	chr5	56167966	56168635	.	670	219	201
master_peak_2366	chr5	56175255	56175947	.	693	236	269
master_peak_2367	chr5	56183373	56184007	.	635	407	442
master_peak_2368	chr5	56190492	56190995	.	504	50	98
master_peak_2369	chr5	56200847	56201572	.	726	259	250
master_peak_2370	chr5	56211221	56211802	.	582	511	461
master_peak_2371	chr5	56227952	56228402	.	451	25	24
master_peak_2372	chr5	56258988	56259591	.	604	196	240
master_peak_2373	chr5	56264312	56264863	.	552	166	178
master_peak_2374	chr5	56269542	56269804	.	263	62	65
master_peak_2375	chr5	56270284	56271168	.	885	318	290
master_peak_2376	chr5	56278421	56278945	.	525	68	249
master_peak_2377	chr5	56279769	56280519	.	751	192	358
master_peak_2378	chr5	56314560	56314963	.	404	44	33
master_peak_2379	chr5	56319478	56319836	.	359	15	58
master_peak_2380	chr5	56323458	56324097	.	640	176	212
master_peak_2381	chr5	56328701	56329520	.	820	289	390
master_peak_2382	chr5	56340394	56340818	.	425	40	63
master_peak_2383	chr5	56347009	56347611	.	603	313	315
master_peak_2384	chr5	56350244	56351158	.	915	819	715
master_peak_2385	chr5	56358699	56359387	.	689	230	379
master_peak_2386	chr5	56393327	56393586	.	260	30	21
master_peak_2387	chr5	56409522	56409933	.	412	28	38
master_peak_2388	chr5	56449124	56449346	.	223	24	35
master_peak_2389	chr5	56455983	56456446	.	464	45	60
master_peak_2390	chr5	56480427	56481371	.	945	247	282
master_peak_2391	chr5	56525075	56525526	.	452	40	54
master_peak_2392	chr5	56543420	56544472	.	1053	471	357
master_peak_2393	chr5	56596370	56596621	.	252	30	11
master_peak_2394	chr5	56637436	56637816	.	381	26	29
master_peak_2395	chr5	56638234	56638812	.	579	66	95
master_peak_2396	chr5	56656873	56657203	.	331	40	40
master_peak_2397	chr5	56664969	56665443	.	475	214	199
master_peak_2398	chr5	56669882	56670361	.	480	88	128
master_peak_2399	chr5	56670729	56671864	.	1136	268	211
master_peak_2400	chr5	56676180	56676898	.	719	569	437
master_peak_2401	chr5	56681572	56682036	.	465	50	71
master_peak_2402	chr5	56711085	56711859	.	775	482	421
master_peak_2403	chr5	56756892	56757411	.	520	90	185
master_peak_2404	chr5	56763348	56764197	.	850	58	116
master_peak_2405	chr5	56814899	56817106	.	2208	1043	1172
master_peak_2406	chr5	56827048	56827567	.	520	246	153
master_peak_2407	chr5	56829083	56829679	.	597	201	212
master_peak_2408	chr5	56838391	56839073	.	683	85	66
master_peak_2409	chr5	56876205	56876771	.	567	40	58
master_peak_2410	chr5	56900309	56901256	.	948	242	236
master_peak_2411	chr5	56909204	56910482	.	1279	2267	2791
master_peak_2412	chr5	56950691	56952753	.	2063	462	546
master_peak_2413	chr5	56996064	56996563	.	500	65	60
master_peak_2414	chr5	57003222	57003633	.	412	27	24
master_peak_2415	chr5	57018406	57018646	.	241	14	11
master_peak_2416	chr5	57082534	57082896	.	363	41	42
master_peak_2417	chr5	57095092	57095807	.	716	129	104
master_peak_2418	chr5	57117557	57117996	.	440	121	75
master_peak_2419	chr5	57137885	57138525	.	641	314	223
master_peak_2420	chr5	57166205	57166473	.	269	13	9
master_peak_2421	chr5	57173174	57174336	.	1163	1665	1891
master_peak_2422	chr5	57209404	57209858	.	455	57	59
master_peak_2423	chr5	57220746	57221239	.	494	52	68
master_peak_2424	chr5	57247981	57248373	.	393	11	18
master_peak_2425	chr5	57248956	57249371	.	416	33	26
master_peak_2426	chr5	57276892	57277513	.	622	59	38
master_peak_2427	chr5	57298323	57299487	.	1165	448	447
master_peak_2428	chr5	57302294	57302804	.	511	126	100
master_peak_2429	chr5	57316642	57317298	.	657	230	352
master_peak_2430	chr5	57327739	57328455	.	717	95	109
master_peak_2431	chr5	57338048	57338520	.	473	99	56
master_peak_2432	chr5	57366672	57367625	.	954	446	430
master_peak_2433	chr5	57383011	57383886	.	876	689	561
master_peak_2434	chr5	57412099	57412350	.	252	16	33
master_peak_2435	chr5	57435623	57436285	.	663	187	176
master_peak_2436	chr5	57441382	57442745	.	1364	412	333
master_peak_2437	chr5	57455756	57456782	.	1027	73	120
master_peak_2438	chr5	57482554	57483118	.	565	65	62
master_peak_2439	chr5	57488219	57488978	.	760	286	313
master_peak_2440	chr5	57494523	57495107	.	585	355	348
master_peak_2441	chr5	57499324	57499842	.	519	90	120
master_peak_2442	chr5	57504424	57504761	.	338	67	39
master_peak_2443	chr5	57532890	57533443	.	554	225	221
master_peak_2444	chr5	57538060	57538978	.	919	331	336
master_peak_2445	chr5	57551807	57552621	.	815	327	356
master_peak_2446	chr5	57592104	57592672	.	569	56	56
master_peak_2447	chr5	57598519	57599296	.	778	368	430
master_peak_2448	chr5	57635233	57635785	.	553	53	55
master_peak_2449	chr5	57650189	57650860	.	672	204	226
master_peak_2450	chr5	57692644	57693832	.	1189	1264	1248
master_peak_2451	chr5	57698795	57699336	.	542	236	328
master_peak_2452	chr5	57716678	57717084	.	407	18	24
master_peak_2453	chr5	57717755	57718443	.	689	22	53
master_peak_2454	chr5	57724695	57725168	.	474	53	76
master_peak_2455	chr5	57735326	57736438	.	1113	794	927
master_peak_2456	chr5	57765938	57766178	.	241	17	18
master_peak_2457	chr5	57774493	57774878	.	386	90	51
master_peak_2458	chr5	57779461	57780041	.	581	151	152
master_peak_2459	chr5	57804069	57804436	.	368	10	46
master_peak_2460	chr5	57815836	57816653	.	818	601	823
master_peak_2461	chr5	57823800	57825564	.	1765	1237	1891
master_peak_2462	chr5	57837541	57838195	.	655	373	563
master_peak_2463	chr5	57841547	57842277	.	731	581	619
master_peak_2464	chr5	57863541	57864139	.	599	100	111
master_peak_2465	chr5	57887814	57888237	.	424	173	199
master_peak_2466	chr5	57889325	57890076	.	752	779	903
master_peak_2467	chr5	57950791	57951011	.	221	13	5
master_peak_2468	chr5	57986875	57987238	.	364	45	53
master_peak_2469	chr5	57989224	57989640	.	417	27	43
master_peak_2470	chr5	58002111	58002819	.	709	229	206
master_peak_2471	chr5	58034709	58035022	.	314	14	2
master_peak_2472	chr5	58060823	58061118	.	296	11	9
master_peak_2473	chr5	58073178	58073564	.	387	122	92
master_peak_2474	chr5	58085797	58086222	.	426	37	85
master_peak_2475	chr5	58094003	58094550	.	548	134	113
master_peak_2476	chr5	58114269	58115182	.	914	522	602
master_peak_2477	chr5	58135741	58136255	.	515	56	74
master_peak_2478	chr5	58149266	58149527	.	262	25	27
master_peak_2479	chr5	58153283	58153558	.	276	44	59
master_peak_2480	chr5	58156209	58156850	.	642	294	364
master_peak_2481	chr5	58184833	58185357	.	525	113	169
master_peak_2482	chr5	58187958	58188702	.	745	457	576
master_peak_2483	chr5	58201848	58202590	.	743	136	119
master_peak_2484	chr5	58212950	58213322	.	373	22	22
master_peak_2485	chr5	58240204	58240735	.	532	56	94
master_peak_2486	chr5	58241429	58241807	.	379	64	102
master_peak_2487	chr5	58246276	58246909	.	634	28	72
master_peak_2488	chr5	58259168	58260181	.	1014	365	535
master_peak_2489	chr5	58266384	58266689	.	306	43	36
master_peak_2490	chr5	58273934	58274621	.	688	273	285
master_peak_2491	chr5	58294755	58295384	.	630	119	261
master_peak_2492	chr5	58322573	58322929	.	357	16	69
master_peak_2493	chr5	58335531	58335941	.	411	43	39
master_peak_2494	chr5	58339136	58339405	.	270	21	33
master_peak_2495	chr5	58349029	58349299	.	271	19	19
master_peak_2496	chr5	58379067	58379445	.	379	30	18
master_peak_2497	chr5	58394489	58394746	.	258	12	20
master_peak_2498	chr5	58407036	58407785	.	750	235	273
master_peak_2499	chr5	58451587	58453179	.	1593	234	399
master_peak_2500	chr5	58459511	58461159	.	1649	1849	2165
master_peak_2501	chr5	58466840	58467231	.	392	163	96
master_peak_2502	chr5	58477710	58478385	.	676	84	42
master_peak_2503	chr5	58483561	58483973	.	413	15	17
master_peak_2504	chr5	58490076	58490611	.	536	15	33
master_peak_2505	chr5	58496571	58496859	.	289	43	22
master_peak_2506	chr5	58498490	58498923	.	434	53	34
master_peak_2507	chr5	58543802	58544234	.	433	68	59
master_peak_2508	chr5	58582514	58583410	.	897	737	867
master_peak_2509	chr5	58598958	58599451	.	494	30	15
master_peak_2510	chr5	58628707	58628941	.	235	20	22
master_peak_2511	chr5	58658328	58658630	.	303	9	15
master_peak_2512	chr5	58683511	58684110	.	600	99	101
master_peak_2513	chr5	58691576	58692147	.	572	80	40
master_peak_2514	chr5	58735883	58736249	.	367	16	17
master_peak_2515	chr5	58751101	58751738	.	638	175	228
master_peak_2516	chr5	58764264	58764558	.	295	74	82
master_peak_2517	chr5	58786025	58786475	.	451	38	70
master_peak_2518	chr5	58813181	58813531	.	351	78	71
master_peak_2519	chr5	58850062	58850559	.	498	86	74
master_peak_2520	chr5	58871401	58871927	.	527	73	64
master_peak_2521	chr5	58886566	58887121	.	556	289	199
master_peak_2522	chr5	58890934	58892015	.	1082	615	425
master_peak_2523	chr5	58902796	58903022	.	227	17	16
master_peak_2524	chr5	58987185	58987441	.	257	24	9
master_peak_2525	chr5	59007600	59007890	.	291	19	24
master_peak_2526	chr5	59020696	59021112	.	417	106	38
master_peak_2527	chr5	59034545	59034810	.	266	61	69
master_peak_2528	chr5	59038885	59039788	.	904	591	742
master_peak_2529	chr5	59042223	59043107	.	885	663	594
master_peak_2530	chr5	59069299	59069933	.	635	357	355
master_peak_2531	chr5	59079952	59080589	.	638	514	549
master_peak_2532	chr5	59098951	59099894	.	944	417	378
master_peak_2533	chr5	59127104	59128072	.	969	472	534
master_peak_2534	chr5	59133769	59134222	.	454	104	103
master_peak_2535	chr5	59152555	59153185	.	631	113	193
master_peak_2536	chr5	59173993	59174685	.	693	144	114
master_peak_2537	chr5	59185913	59186208	.	296	32	37
master_peak_2538	chr5	59187906	59188909	.	1004	171	183
master_peak_2539	chr5	59193768	59194437	.	670	594	581
master_peak_2540	chr5	59212726	59212978	.	253	25	26
master_peak_2541	chr5	59218549	59218893	.	345	21	38
master_peak_2542	chr5	59246196	59246520	.	325	16	10
master_peak_2543	chr5	59275550	59276248	.	699	42	122
master_peak_2544	chr5	59296473	59297219	.	747	155	220
master_peak_2545	chr5	59299040	59299331	.	292	72	64
master_peak_2546	chr5	59317174	59317587	.	414	23	46
master_peak_2547	chr5	59328634	59329099	.	466	10	76
master_peak_2548	chr5	59367738	59368046	.	309	41	48
master_peak_2549	chr5	59380365	59380838	.	474	204	132
master_peak_2550	chr5	59385616	59385895	.	280	22	16
master_peak_2551	chr5	59450207	59450553	.	347	49	49
master_peak_2552	chr5	59473872	59474154	.	283	18	18
master_peak_2553	chr5	59483779	59484512	.	734	83	143
master_peak_2554	chr5	59485789	59486216	.	428	13	48
master_peak_2555	chr5	59489215	59489966	.	752	88	100
master_peak_2556	chr5	59496757	59497078	.	322	54	45
master_peak_2557	chr5	59506451	59506708	.	258	25	25
master_peak_2558	chr5	59518040	59518683	.	644	183	236
master_peak_2559	chr5	59525874	59526329	.	456	32	85
master_peak_2560	chr5	59562764	59563707	.	944	506	526
master_peak_2561	chr5	59569315	59570216	.	902	126	138
master_peak_2562	chr5	59579758	59580210	.	453	23	39
master_peak_2563	chr5	59587438	59588066	.	629	87	216
master_peak_2564	chr5	59589036	59589389	.	354	136	109
master_peak_2565	chr5	59596928	59597364	.	437	38	50
master_peak_2566	chr5	59597964	59598867	.	904	75	115
master_peak_2567	chr5	59608764	59609210	.	447	35	57
master_peak_2568	chr5	59615352	59615706	.	355	24	33
master_peak_2569	chr5	59638098	59638352	.	255	6	16
master_peak_2570	chr5	59665738	59666081	.	344	47	37
master_peak_2571	chr5	59673177	59673716	.	540	49	41
master_peak_2572	chr5	59710900	59711123	.	224	31	33
master_peak_2573	chr5	59722813	59723322	.	510	104	87
master_peak_2574	chr5	59724466	59724784	.	319	67	68
master_peak_2575	chr5	59744511	59745184	.	674	123	213
master_peak_2576	chr5	59751237	59751561	.	325	23	61
master_peak_2577	chr5	59760863	59761657	.	795	221	224
master_peak_2578	chr5	59768136	59769217	.	1082	178	345
master_peak_2579	chr5	59786241	59786806	.	566	224	246
master_peak_2580	chr5	59792741	59793476	.	736	323	304
master_peak_2581	chr5	59799188	59800854	.	1667	540	563
master_peak_2582	chr5	59809883	59810412	.	530	109	98
master_peak_2583	chr5	59813775	59814733	.	959	290	218
master_peak_2584	chr5	59819762	59820163	.	402	19	60
master_peak_2585	chr5	59840389	59840715	.	327	30	56
master_peak_2586	chr5	59863707	59864074	.	368	36	43
master_peak_2587	chr5	59873006	59873502	.	497	31	80
master_peak_2588	chr5	59893550	59894323	.	774	86	327
master_peak_2589	chr5	59917190	59917423	.	234	38	26
master_peak_2590	chr5	59991965	59992606	.	642	131	234
master_peak_2591	chr5	59998918	59999484	.	567	105	48
master_peak_2592	chr5	60023308	60023644	.	337	27	45
master_peak_2593	chr5	60041535	60041976	.	442	18	9
master_peak_2594	chr5	60066452	60067811	.	1360	275	295
master_peak_2595	chr5	60092599	60093220	.	622	513	470
master_peak_2596	chr5	60102864	60103513	.	650	263	281
master_peak_2597	chr5	60115253	60115496	.	244	17	15
master_peak_2598	chr5	60148139	60148630	.	492	21	47
master_peak_2599	chr5	60161253	60161763	.	511	50	21
master_peak_2600	chr5	60163507	60163975	.	469	22	38
master_peak_2601	chr5	60172374	60172677	.	304	11	13
master_peak_2602	chr5	60177715	60178561	.	847	54	169
master_peak_2603	chr5	60184558	60185670	.	1113	185	300
master_peak_2604	chr5	60196316	60196948	.	633	576	568
master_peak_2605	chr5	60223150	60223913	.	764	313	300
master_peak_2606	chr5	60287120	60287641	.	522	174	158
master_peak_2607	chr5	60295360	60295859	.	500	125	133
master_peak_2608	chr5	60332541	60333364	.	824	347	305
master_peak_2609	chr5	60334210	60334779	.	570	238	231
master_peak_2610	chr5	60346362	60346963	.	602	33	49
master_peak_2611	chr5	60377686	60378335	.	650	119	161
master_peak_2612	chr5	60395882	60396118	.	237	36	11
master_peak_2613	chr5	60404097	60404641	.	545	59	119
master_peak_2614	chr5	60410351	60410959	.	609	35	56
master_peak_2615	chr5	60455401	60456105	.	705	348	449
master_peak_2616	chr5	60477577	60477823	.	247	13	31
master_peak_2617	chr5	60482965	60483442	.	478	133	171
master_peak_2618	chr5	60492877	60493288	.	412	168	157
master_peak_2619	chr5	60495919	60496557	.	639	786	901
master_peak_2620	chr5	60522646	60522960	.	315	21	42
master_peak_2621	chr5	60542029	60542269	.	241	18	22
master_peak_2622	chr5	60586292	60586544	.	253	27	18
master_peak_2623	chr5	60590333	60590604	.	272	34	20
master_peak_2624	chr5	60636022	60636591	.	570	115	61
master_peak_2625	chr5	60652044	60652838	.	795	276	313
master_peak_2626	chr5	60677630	60678532	.	903	137	172
master_peak_2627	chr5	60688203	60688763	.	561	244	215
master_peak_2628	chr5	60699488	60700655	.	1168	724	1124
master_peak_2629	chr5	60735459	60735684	.	226	10	16
master_peak_2630	chr5	60779464	60780868	.	1405	528	547
master_peak_2631	chr5	60801480	60801915	.	436	24	23
master_peak_2632	chr5	60810574	60811299	.	726	93	183
master_peak_2633	chr5	60835682	60836054	.	373	20	19
master_peak_2634	chr5	60843743	60844841	.	1099	333	366
master_peak_2635	chr5	60883060	60883724	.	665	45	46
master_peak_2636	chr5	60903433	60903672	.	240	73	41
master_peak_2637	chr5	60918167	60918606	.	440	16	15
master_peak_2638	chr5	60932075	60932311	.	237	11	13
master_peak_2639	chr5	60944834	60946150	.	1317	690	1094
master_peak_2640	chr5	61010036	61010278	.	243	6	15
master_peak_2641	chr5	61010698	61011328	.	631	67	53
master_peak_2642	chr5	61017874	61018246	.	373	33	45
master_peak_2643	chr5	61030050	61030365	.	316	16	29
master_peak_2644	chr5	61048487	61048941	.	455	170	213
master_peak_2645	chr5	61051257	61051694	.	438	163	148
master_peak_2646	chr5	61052901	61053381	.	481	226	208
master_peak_2647	chr5	61082829	61083362	.	534	50	59
master_peak_2648	chr5	61132570	61133107	.	538	75	63
master_peak_2649	chr5	61139047	61139414	.	368	41	47
master_peak_2650	chr5	61145872	61146249	.	378	67	37
master_peak_2651	chr5	61151971	61152232	.	262	37	21
master_peak_2652	chr5	61161977	61163097	.	1121	649	845
master_peak_2653	chr5	61180911	61181465	.	555	13	43
master_peak_2654	chr5	61228546	61229710	.	1165	768	680
master_peak_2655	chr5	61252063	61252880	.	818	63	216
master_peak_2656	chr5	61255150	61255428	.	279	36	63
master_peak_2657	chr5	61275602	61276290	.	689	197	316
master_peak_2658	chr5	61277277	61277660	.	384	52	92
master_peak_2659	chr5	61280181	61280656	.	476	97	115
master_peak_2660	chr5	61281046	61281271	.	226	26	35
master_peak_2661	chr5	61286585	61287002	.	418	46	77
master_peak_2662	chr5	61298696	61298927	.	232	147	163
master_peak_2663	chr5	61301553	61302450	.	898	1206	1354
master_peak_2664	chr5	61304370	61305175	.	806	989	1082
master_peak_2665	chr5	61312246	61312735	.	490	161	184
master_peak_2666	chr5	61313718	61314531	.	814	639	594
master_peak_2667	chr5	61323050	61323290	.	241	35	61
master_peak_2668	chr5	61327889	61328746	.	858	1360	1165
master_peak_2669	chr5	61330722	61332253	.	1532	1839	1874
master_peak_2670	chr5	61341865	61342585	.	721	149	165
master_peak_2671	chr5	61362917	61363199	.	283	30	29
master_peak_2672	chr5	61381307	61381660	.	354	22	15
master_peak_2673	chr5	61394218	61394870	.	653	43	51
master_peak_2674	chr5	61397055	61397500	.	446	30	37
master_peak_2675	chr5	61408491	61409178	.	688	637	688
master_peak_2676	chr5	61409628	61409964	.	337	123	170
master_peak_2677	chr5	61416064	61416678	.	615	38	46
master_peak_2678	chr5	61432319	61432562	.	244	14	9
master_peak_2679	chr5	61449863	61451209	.	1347	495	482
master_peak_2680	chr5	61467454	61468055	.	602	112	96
master_peak_2681	chr5	61525689	61526134	.	446	15	102
master_peak_2682	chr5	61574931	61575517	.	587	395	453
master_peak_2683	chr5	61587108	61587411	.	304	36	43
master_peak_2684	chr5	61614310	61614904	.	595	51	39
master_peak_2685	chr5	61622271	61622633	.	363	38	70
master_peak_2686	chr5	61631400	61632278	.	879	118	147
master_peak_2687	chr5	61642136	61642407	.	272	59	22
master_peak_2688	chr5	61658483	61659117	.	635	158	130
master_peak_2689	chr5	61660792	61661212	.	421	36	28
master_peak_2690	chr5	61673055	61673490	.	436	256	198
master_peak_2691	chr5	61674963	61675530	.	568	256	190
master_peak_2692	chr5	61719027	61719416	.	390	47	41
master_peak_2693	chr5	61745393	61745620	.	228	20	19
master_peak_2694	chr5	61758662	61759301	.	640	74	106
master_peak_2695	chr5	61768658	61769133	.	476	141	92
master_peak_2696	chr5	61796612	61797164	.	553	205	174
master_peak_2697	chr5	61804997	61805521	.	525	136	171
master_peak_2698	chr5	61817635	61818175	.	541	89	94
master_peak_2699	chr5	61837767	61837992	.	226	10	15
master_peak_2700	chr5	61840487	61840764	.	278	13	24
master_peak_2701	chr5	61860808	61861204	.	397	8	32
master_peak_2702	chr5	61866810	61867445	.	636	185	230
master_peak_2703	chr5	61873262	61873509	.	248	13	24
master_peak_2704	chr5	61881629	61882287	.	659	76	165
master_peak_2705	chr5	61908865	61909134	.	270	22	16
master_peak_2706	chr5	61917127	61917687	.	561	97	116
master_peak_2707	chr5	61924152	61925052	.	901	53	84
master_peak_2708	chr5	61933992	61934283	.	292	47	47
master_peak_2709	chr5	61963934	61964671	.	738	138	270
master_peak_2710	chr5	61969288	61970110	.	823	171	404
master_peak_2711	chr5	61991891	61992130	.	240	15	35
master_peak_2712	chr5	61993465	61993922	.	458	38	141
master_peak_2713	chr5	62029411	62029737	.	327	25	75
master_peak_2714	chr5	62082361	62083095	.	735	105	186
master_peak_2715	chr5	62094044	62094353	.	310	35	48
master_peak_2716	chr5	62112848	62113161	.	314	31	40
master_peak_2717	chr5	62143604	62144046	.	443	67	70
master_peak_2718	chr5	62144440	62144922	.	483	44	77
master_peak_2719	chr5	62152361	62153176	.	816	586	766
master_peak_2720	chr5	62200065	62200608	.	544	113	211
master_peak_2721	chr5	62206320	62206636	.	317	23	34
master_peak_2722	chr5	62214688	62215064	.	377	45	28
master_peak_2723	chr5	62223319	62223831	.	513	126	134
master_peak_2724	chr5	62233319	62233901	.	583	175	182
master_peak_2725	chr5	62248184	62248537	.	354	29	79
master_peak_2726	chr5	62256334	62256926	.	593	22	38
master_peak_2727	chr5	62276763	62277628	.	866	137	185
master_peak_2728	chr5	62296210	62296617	.	408	31	82
master_peak_2729	chr5	62297042	62297290	.	249	31	54
master_peak_2730	chr5	62305673	62306968	.	1296	999	1303
master_peak_2731	chr5	62333872	62334132	.	261	12	13
master_peak_2732	chr5	62340206	62340621	.	416	42	26
master_peak_2733	chr5	62353864	62354483	.	620	71	65
master_peak_2734	chr5	62395239	62395669	.	431	61	35
master_peak_2735	chr5	62403424	62404445	.	1022	1164	1653
master_peak_2736	chr5	62412191	62413211	.	1021	753	784
master_peak_2737	chr5	62443441	62444162	.	722	267	298
master_peak_2738	chr5	62457002	62457436	.	435	73	59
master_peak_2739	chr5	62460418	62460937	.	520	61	83
master_peak_2740	chr5	62474866	62475690	.	825	360	312
master_peak_2741	chr5	62488637	62488909	.	273	16	15
master_peak_2742	chr5	62491222	62491481	.	260	8	24
master_peak_2743	chr5	62509501	62509838	.	338	7	15
master_peak_2744	chr5	62538613	62538901	.	289	21	46
master_peak_2745	chr5	62569039	62569672	.	634	31	23
master_peak_2746	chr5	62576716	62576967	.	252	20	19
master_peak_2747	chr5	62717394	62717734	.	341	37	37
master_peak_2748	chr5	62732549	62733287	.	739	250	365
master_peak_2749	chr5	62778824	62779509	.	686	173	117
master_peak_2750	chr5	62791027	62791353	.	327	35	18
master_peak_2751	chr5	63125696	63126402	.	707	361	214
master_peak_2752	chr5	63127053	63127615	.	563	510	302
master_peak_2753	chr5	63131479	63132129	.	651	547	504
master_peak_2754	chr5	63165345	63165729	.	385	16	29
master_peak_2755	chr5	63215624	63215899	.	276	24	21
master_peak_2756	chr5	63227096	63227415	.	320	23	10
master_peak_2757	chr5	63240234	63240492	.	259	1	20
master_peak_2758	chr5	63245412	63245700	.	289	18	21
master_peak_2759	chr5	63262088	63262662	.	575	62	70
master_peak_2760	chr5	63308010	63308541	.	532	71	15
master_peak_2762	chr5	63398291	63398747	.	457	107	59
master_peak_2763	chr5	63401407	63401699	.	293	53	44
master_peak_2764	chr5	63431593	63431953	.	361	63	42
master_peak_2765	chr5	63456115	63456599	.	485	108	36
master_peak_2766	chr5	63553047	63553391	.	345	17	23
master_peak_2767	chr5	63563110	63564266	.	1157	28	82
master_peak_2768	chr5	63725560	63725871	.	312	9	38
master_peak_2769	chr5	63743209	63743922	.	714	60	137
master_peak_2770	chr5	63963105	63963367	.	263	18	16
master_peak_2771	chr5	64040639	64041054	.	416	17	9
master_peak_2772	chr5	64074497	64074990	.	494	48	44
master_peak_2773	chr5	64128194	64128487	.	294	4	11
master_peak_2774	chr5	64144621	64145118	.	498	59	99
master_peak_2775	chr5	64147800	64148301	.	502	77	69
master_peak_2776	chr5	64158877	64159094	.	218	29	31
master_peak_2777	chr5	64165520	64166435	.	916	96	342
master_peak_2778	chr5	64180610	64181337	.	728	51	160
master_peak_2779	chr5	64210719	64211402	.	684	438	488
master_peak_2780	chr5	64229119	64229576	.	458	58	57
master_peak_2781	chr5	64299599	64300247	.	649	103	274
master_peak_2782	chr5	64310737	64310961	.	225	8	17
master_peak_2783	chr5	64384725	64385155	.	431	30	52
master_peak_2784	chr5	64506083	64506724	.	642	10	104
master_peak_2785	chr5	64595162	64595573	.	412	42	32
master_peak_2786	chr5	64612444	64612751	.	308	44	62
master_peak_2787	chr5	64629816	64630216	.	401	55	55
master_peak_2788	chr5	64635028	64635304	.	277	26	35
master_peak_2789	chr5	64637190	64637581	.	392	20	77
master_peak_2790	chr5	64663264	64663679	.	416	57	61
master_peak_2791	chr5	64680353	64680785	.	433	68	62
master_peak_2792	chr5	64690174	64691199	.	1026	291	492
master_peak_2793	chr5	64706141	64706364	.	224	7	16
master_peak_2794	chr5	64746544	64746765	.	222	12	27
master_peak_2795	chr5	64760366	64760652	.	287	17	18
master_peak_2796	chr5	64768214	64769217	.	1004	949	1039
master_peak_2797	chr5	64784377	64784854	.	478	85	78
master_peak_2798	chr5	64811149	64811613	.	465	40	59
master_peak_2799	chr5	64838926	64839188	.	263	5	40
master_peak_2800	chr5	64851140	64851566	.	427	37	35
master_peak_2801	chr5	64869221	64869921	.	701	250	223
master_peak_2802	chr5	64871955	64872336	.	382	71	106
master_peak_2803	chr5	64883901	64884190	.	290	13	26
master_peak_2804	chr5	64889807	64890255	.	449	25	15
master_peak_2805	chr5	64923227	64923576	.	350	58	86
master_peak_2806	chr5	64977887	64978134	.	248	17	29
master_peak_2807	chr5	65020433	65020715	.	283	25	32
master_peak_2808	chr5	65035271	65036167	.	897	1268	1299
master_peak_2809	chr5	65041469	65041858	.	390	30	46
master_peak_2810	chr5	65062643	65063259	.	617	160	201
master_peak_2811	chr5	65076079	65076825	.	747	197	175
master_peak_2812	chr5	65086456	65087109	.	654	409	349
master_peak_2813	chr5	65100913	65101650	.	738	205	199
master_peak_2814	chr5	65121975	65122246	.	272	102	72
master_peak_2815	chr5	65142524	65143187	.	664	173	137
master_peak_2816	chr5	65152252	65152626	.	375	15	24
master_peak_2817	chr5	65158132	65158718	.	587	315	312
master_peak_2818	chr5	65163590	65164034	.	445	60	57
master_peak_2819	chr5	65190338	65191188	.	851	641	688
master_peak_2820	chr5	65198202	65199266	.	1065	1298	1569
master_peak_2821	chr5	65203725	65204333	.	609	258	314
master_peak_2822	chr5	65209268	65209953	.	686	384	425
master_peak_2823	chr5	65214029	65214266	.	238	67	58
master_peak_2824	chr5	65262655	65262961	.	307	16	28
master_peak_2825	chr5	65294163	65294539	.	377	18	13
master_peak_2826	chr5	65306061	65306361	.	301	13	20
master_peak_2827	chr5	65338823	65339058	.	236	19	18
master_peak_2828	chr5	65360127	65360408	.	282	15	21
master_peak_2829	chr5	65382663	65382900	.	238	44	28
master_peak_2830	chr5	65383379	65383909	.	531	59	65
master_peak_2831	chr5	65401825	65402190	.	366	11	26
master_peak_2832	chr5	65480342	65480824	.	483	157	263
